record_id,filer_id,filer_name,party,date,amount,payee_display,purpose_display,office,source_link,vendor_ids,vendor_names,vendor_groups,vendor_eras,confidences
1653125,20225044063,WEINBERG FOR COLORADO,,2026-02-23,20.0,CHATGPT,7223 � SOFTWARE EXPENSE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1652159,20175032059,ELECT PAUL LUNDEEN,,2026-02-24,20.0,CHATGPT,7218 � DUES AND SUBSCRIPTIONS,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1633514,20265051403,EDIE FOR CU,,2026-03-02,36.35,DESCRIPT.COM,,STATEWIDE,,descript,Descript,general_purpose,legacy,high
1653558,20235046678,MAX BROOKS FOR COLORADO COMMITTEE,,2026-03-02,20.0,CHATGPT,SUBSCRIPTION SERVICE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1656885,20255047962,SCOTT BOTTOMS FOR GOVERNOR,,2026-03-10,20.0,OPENAI,SOFTWARE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1634730,20245047563,TRAVIS FOR COLORADO,,2026-03-11,20.0,GOOGLE GEMINI,GOOGLE AI SERVICE,STATEWIDE,,google_ai,Google (Gemini / Vertex AI),general_purpose,generative,high
1634729,20245047563,TRAVIS FOR COLORADO,,2026-03-12,19.99,CHATGPT,CHATGPT SERVICE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1653624,20225041872,DEGRAAF4COLORADO,,2026-03-16,8.0,ENT,FOR CHATGPT SUBSCRIPTION,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1653126,20225044063,WEINBERG FOR COLORADO,,2026-03-23,20.0,CHATGPT,7223 � SOFTWARE EXPENSE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1653559,20235046678,MAX BROOKS FOR COLORADO COMMITTEE,,2026-03-30,20.0,CHATGPT,SUBSCRIPTION SERVICE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1652132,20265051403,EDIE FOR CU,,2026-04-02,36.35,DESCRIPT.COM,,STATEWIDE,,descript,Descript,general_purpose,legacy,high
1656887,20255047962,SCOTT BOTTOMS FOR GOVERNOR,,2026-04-04,20.0,OPENAI,SOFTWARE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
1638419,20255048738,JENA FOR COLORADO,,2026-04-09,1050.0,CALLTIME AI,,STATEWIDE,,calltime_ai,CallTime.AI,political_specific,legacy,high
1634716,20245047563,TRAVIS FOR COLORADO,,2026-04-13,20.0,CHATGPT,CHATGPT SERVICE,STATEWIDE,,openai,OpenAI (ChatGPT),general_purpose,generative,high
